,title,desc,date,datetime,link,img,media,site,date2,proper_link
38,AppleMoreFinal Cut Pro for Mac and iPad get powerful updates,,Nov 6,,news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL2ZpbmFsLWN1dC1wcm8tZm9yLW1hYy1hbmQtaXBhZC1nZXQtcG93ZXJmdWwtdXBkYXRlcy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWhNM2RPTUU1MFIyeGhkM0JTVFJDb0FSaXNBaWdCTWdhWllZNHFxUWM=-w200-h112-p-df,Apple,,2024-11-06,https://www.apple.com/newsroom/2023/11/final-cut-pro-for-mac-and-ipad-get-powerful-updates/\xd2\x01\x00'
39,"AppleMoreHello, yellow! Apple introduces new iPhone 14 and iPhone 14 Plus",,"Mar 7, 2023",,news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAzL2hlbGxvLXllbGxvdy1hcHBsZS1pbnRyb2R1Y2VzLW5ldy1pcGhvbmUtMTQtYW5kLWlwaG9uZS0xNC1wbHVzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXhhMFJRVld4cVFXNTFZV2xPVFJDS0FoaS1BU2dCTWdZVlE0cHh2UVE=-w200-h112-p-df,Apple,,2023-03-07,https://www.apple.com/newsroom/2023/03/hello-yellow-apple-introduces-new-iphone-14-and-iphone-14-plus/\xd2\x01\x00'
40,AppleMoreMeet the 2023 App Store Award finalists,,Nov 14,,news.google.com/articles/CBMiT2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL21lZXQtdGhlLTIwMjMtYXBwLXN0b3JlLWF3YXJkLWZpbmFsaXN0cy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWliVEpmZURoUk5YWjVMWEoyVFJDb0FSaXNBaWdCTWdZcE5aYk5IUWc=-w200-h112-p-df,Apple,,2024-11-14,https://www.apple.com/newsroom/2023/11/meet-the-2023-app-store-award-finalists/\xd2\x01\x00'
41,AppleMoreiPadOS 16 is available today,,"Oct 24, 2022",,news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEwL2lwYWRvcy0xNi1pcy1hdmFpbGFibGUtdG9kYXkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNWpWMmxMWm5OT1ZGUjZiREptVFJDLUFSaUtBaWdCTWdtUlFvZ3ZLU2VxS2dJ=-w200-h112-p-df,Apple,,2022-10-24,https://www.apple.com/newsroom/2022/10/ipados-16-is-available-today/\xd2\x01\x00'
42,AppleMoreApple introduces the powerful next-generation Apple TV 4K,,"Oct 18, 2022",,news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEwL2FwcGxlLWludHJvZHVjZXMtdGhlLXBvd2VyZnVsLW5leHQtZ2VuZXJhdGlvbi1hcHBsZS10di00ay_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iMkNnNVVZa2w1VWxnMFVIQldZV3h5VFJDM0FSaVRBaWdCTWdzUlE0Wm9IbXByU3RyWVRB=-w200-h112-p-df,Apple,,2022-10-18,https://www.apple.com/newsroom/2022/10/apple-introduces-the-powerful-next-generation-apple-tv-4k/\xd2\x01\x00'
43,AppleMoreApple launches the first driver's license and state ID in Wallet with Arizona,,"Mar 23, 2022",,news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzAzL2FwcGxlLWxhdW5jaGVzLXRoZS1maXJzdC1kcml2ZXJzLWxpY2Vuc2UtYW5kLXN0YXRlLWlkLWluLXdhbGxldC13aXRoLWFyaXpvbmEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXpNeTExV2taVFptVTJiM3BNVFJDb0FSaXNBaWdCTWdZTjRZWXlSUVU=-w200-h112-p-df,Apple,,2022-03-23,https://www.apple.com/newsroom/2022/03/apple-launches-the-first-drivers-license-and-state-id-in-wallet-with-arizona/\xd2\x01\x00'
44,AppleMoreApple introduces Shop with a Specialist over Video,,"Mar 14, 2023",,news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAzL2FwcGxlLWludHJvZHVjZXMtc2hvcC13aXRoLWEtc3BlY2lhbGlzdC1vdmVyLXZpZGVvL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXBjRjl6UVhwbVpteHlla2RmVFJDM0FSaVRBaWdCTWdZWlU0eXRvUVU=-w200-h112-p-df,Apple,,2023-03-14,https://www.apple.com/newsroom/2023/03/apple-introduces-shop-with-a-specialist-over-video/\xd2\x01\x00'
45,AppleMoreClips gets its biggest update ever,,"Oct 28, 2020",,news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIwLzEwL2NsaXBzLWdldHMtaXRzLWJpZ2dlc3QtdXBkYXRlLWV2ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHlWa1Z2VEVoMWNVOVRlWGt0VFJDeEFSaWNBaWdCTWdZTmNZNm5NQWc=-w200-h112-p-df,Apple,,2020-10-28,https://www.apple.com/newsroom/2020/10/clips-gets-its-biggest-update-ever/\xd2\x01\x00'
46,"AppleMoreApple announces biggest upgrade to App Store pricing, adding 700 new price points",,"Dec 6, 2022",,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEyL2FwcGxlLWFubm91bmNlcy1iaWdnZXN0LXVwZ3JhZGUtdG8tYXBwLXN0b3JlLXByaWNpbmctYWRkaW5nLTcwMC1uZXctcHJpY2UtcG9pbnRzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVBkVTlJZFRCSU0yOVpTbU5NVFJENUFSaktBU2dCTWdhTkU0NnJsUXM=-w200-h112-p-df,Apple,,2022-12-06,https://www.apple.com/newsroom/2022/12/apple-announces-biggest-upgrade-to-app-store-pricing-adding-700-new-price-points/\xd2\x01\x00'
47,AppleMoreApple launches Freeform: a powerful new app designed for creative collaboration,,"Dec 13, 2022",,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEyL2FwcGxlLWxhdW5jaGVzLWZyZWVmb3JtLWEtcG93ZXJmdWwtbmV3LWFwcC1kZXNpZ25lZC1mb3ItY3JlYXRpdmUtY29sbGFib3JhdGlvbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNDJja2RLWm5ob1VFcGhWbVpLVFJDb0FSaXNBaWdCTWdZSmNvN25OUWM=-w200-h112-p-df,Apple,,2022-12-13,https://www.apple.com/newsroom/2022/12/apple-launches-freeform-a-powerful-new-app-designed-for-creative-collaboration/\xd2\x01\x00'
48,AppleMoreApple Fitness+ available to iPhone users in 21 countries starting October 24,,"Oct 20, 2022",,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEwL2FwcGxlLWZpdG5lc3MtcGx1cy1hdmFpbGFibGUtdG8taXBob25lLXVzZXJzLWluLTIxLWNvdW50cmllcy1zdGFydGluZy1vY3RvYmVyLTI0L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNVlMVGQwY1hGTGEyTmxUbWRCVFJDb0FSaXNBaWdCTWdtWmNvaUxNV1pVTkFF=-w200-h112-p-df,Apple,,2022-10-20,https://www.apple.com/newsroom/2022/10/apple-fitness-plus-available-to-iphone-users-in-21-countries-starting-october-24/\xd2\x01\x00'
49,AppleMoreEmergency SOS via satellite available today on iPhone 14 lineup,,"Nov 15, 2022",,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzExL2VtZXJnZW5jeS1zb3MtdmlhLXNhdGVsbGl0ZS1hdmFpbGFibGUtdG9kYXktb24taXBob25lLTE0LWxpbmV1cC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVVRblYyZWt4QlNuaGFhVmhTVFJDS0FoaS1BU2dCTWdhaFZJeXRKUWM=-w200-h112-p-df,Apple,,2022-11-15,https://www.apple.com/newsroom/2022/11/emergency-sos-via-satellite-available-today-on-iphone-14-lineup/\xd2\x01\x00'
50,AppleMoreApple unveils 2024 Black Unity Collection and announces six REJI grantees,,Jan 17,,news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDI0LzAxL2FwcGxlLXVudmVpbHMtMjAyNC1ibGFjay11bml0eS1jb2xsZWN0aW9uLWFuZC1hbm5vdW5jZXMtc2l4LXJlamktZ3JhbnRlZXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNTNaM0l5VW1kd1ZVVlNZM1ZFVFJDb0FSaXNBaWdCTWdtQklaRFVHQ3JvU1FJ=-w200-h112-p-df,Apple,,2024-01-17,https://www.apple.com/newsroom/2024/01/apple-unveils-2024-black-unity-collection-and-announces-six-reji-grantees/\xd2\x01\x00'
51,AppleMoreApple announces powerful new privacy and security features,,"Jun 5, 2023",,news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2FwcGxlLWFubm91bmNlcy1wb3dlcmZ1bC1uZXctcHJpdmFjeS1hbmQtc2VjdXJpdHktZmVhdHVyZXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNTBRMlJ2V1dSeGQzaGxURU5HVFJDb0FSaXNBaWdCTWdZcGRaRE9LUWM=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-announces-powerful-new-privacy-and-security-features/\xd2\x01\x00'
52,AppleMoreApple unveils MacBook Pro featuring M2 Pro and M2 Max,,"Jan 17, 2023",,news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLXVudmVpbHMtbWFjYm9vay1wcm8tZmVhdHVyaW5nLW0yLXByby1hbmQtbTItbWF4L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUhTa3BSTTNWYU4yeDRielJNVFJDb0FSaXNBaWdCTWdhUmNwSW9NUWM=-w200-h112-p-df,Apple,,2023-01-17,https://www.apple.com/newsroom/2023/01/apple-unveils-macbook-pro-featuring-m2-pro-and-m2-max/\xd2\x01\x00'
53,AppleMoreApple supercharges Logic Pro for Mac and iPad,,Nov 6,,news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL2FwcGxlLXN1cGVyY2hhcmdlcy1sb2dpYy1wcm8tZm9yLW1hYy1hbmQtaXBhZC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUpTbmQyUkZkclVuQjNia0ZwVFJDb0FSaXNBaWdCTWdhVlVZenJMQWM=-w200-h112-p-df,Apple,,2024-11-06,https://www.apple.com/newsroom/2023/11/apple-supercharges-logic-pro-for-mac-and-ipad/\xd2\x01\x00'
54,"AppleMoreApple unveils M3, M3 Pro, and M3 Max, the most advanced chips for a personal computer",,Oct 30,,news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEwL2FwcGxlLXVudmVpbHMtbTMtbTMtcHJvLWFuZC1tMy1tYXgtdGhlLW1vc3QtYWR2YW5jZWQtY2hpcHMtZm9yLWEtcGVyc29uYWwtY29tcHV0ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUthV2hMZDNCb1lsZFdVM00xVFJDb0FSaXNBaWdCTWdhSm9aS3RQUWM=-w200-h112-p-df,Apple,,2024-10-30,https://www.apple.com/newsroom/2023/10/apple-unveils-m3-m3-pro-and-m3-max-the-most-advanced-chips-for-a-personal-computer/\xd2\x01\x00'
55,AppleMoreApple introduces the new HomePod with breakthrough sound and intelligence,,"Jan 18, 2023",,news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLWludHJvZHVjZXMtdGhlLW5ldy1ob21lcG9kLXdpdGgtYnJlYWt0aHJvdWdoLXNvdW5kLWFuZC1pbnRlbGxpZ2VuY2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHlTREJMZWtsSFYyMUpXRXR2VFJDb0FSaXNBaWdCTWdZWms0eXN0UVk=-w200-h112-p-df,Apple,,2023-01-18,https://www.apple.com/newsroom/2023/01/apple-introduces-the-new-homepod-with-breakthrough-sound-and-intelligence/\xd2\x01\x00'
56,AppleMoreApple Watch Pride Edition celebrates the LGBTQ+ community,,"May 9, 2023",,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA1L2FwcGxlLXdhdGNoLXByaWRlLWVkaXRpb24tY2VsZWJyYXRlcy10aGUtbGdidHEtY29tbXVuaXR5L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNTNVRVZNYzBWR1ZrZHNWMUpSVFJEaEFSamhBU2dCTWdhVlU0N0pxUVk=-w200-h112-p-df,Apple,,2023-05-09,https://www.apple.com/newsroom/2023/05/apple-watch-pride-edition-celebrates-the-lgbtq-community/\xd2\x01\x00'
57,"AppleMoreiMac features all-new design in vibrant colors, M1 chip, and 4.5K Retina display",,"Apr 20, 2021",,news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIxLzA0L2ltYWMtZmVhdHVyZXMtYWxsLW5ldy1kZXNpZ24taW4tdmlicmFudC1jb2xvcnMtbTEtY2hpcC1hbmQtNDVrLXJldGluYS1kaXNwbGF5L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iJ0NnNU9WbU5mV1VaUlJ6UkZhVjlsVFJDb0FSaXNBaWdCTWdNRmNSQQ=-w200-h112-p-df,Apple,,2021-04-20,https://www.apple.com/newsroom/2021/04/imac-features-all-new-design-in-vibrant-colors-m1-chip-and-45k-retina-display/\xd2\x01\x00'
58,AppleMoremacOS Ventura is now available,,"Oct 24, 2022",,news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzEwL21hY29zLXZlbnR1cmEtaXMtbm93LWF2YWlsYWJsZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUlkbTlLYWxOb1VEbGxia3d3VFJDb0FSaXNBaWdCTWdZSmdvckdVZ1E=-w200-h112-p-df,Apple,,2022-10-24,https://www.apple.com/newsroom/2022/10/macos-ventura-is-now-available/\xd2\x01\x00'
59,AppleMoremacOS Sonoma brings new capabilities for elevating productivity and creativity,,"Jun 5, 2023",,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L21hY29zLXNvbm9tYS1icmluZ3MtbmV3LWNhcGFiaWxpdGllcy1mb3ItZWxldmF0aW5nLXByb2R1Y3Rpdml0eS1hbmQtY3JlYXRpdml0eS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNXJNbXBDWVhCbU1YaEpSVUZrVFJDb0FSaXNBaWdCTWdtSllvckZUcVJyQ2dJ=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/macos-sonoma-brings-new-capabilities-for-elevating-productivity-and-creativity/\xd2\x01\x00'
60,AppleMoreApple supercharges 24-inch iMac with new M3 chip,,Oct 30,,news.google.com/articles/CBMiWGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEwL2FwcGxlLXN1cGVyY2hhcmdlcy0yNC1pbmNoLWltYWMtd2l0aC1uZXctbTMtY2hpcC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUJNbnBHTjBKcmJraHpaa0ZaVFJDLUFSaUtBaWdCTWdZZE5Jck1IUVk=-w200-h112-p-df,Apple,,2024-10-30,https://www.apple.com/newsroom/2023/10/apple-supercharges-24-inch-imac-with-new-m3-chip/\xd2\x01\x00'
61,"AppleMoreApple and Major League Soccer announce MLS Season Pass launches February 1, 2023",,"Nov 16, 2022",,news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzExL2FwcGxlLWFuZC1tYWpvci1sZWFndWUtc29jY2VyLWFubm91bmNlLW1scy1zZWFzb24tcGFzcy1sYXVuY2hlcy1mZWJydWFyeS0xLTIwMjMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNDNkVmRrWTJReWRVaE9hWG8wVFJDb0FSaXNBaWdCTWdZZFJKS05KUWM=-w200-h112-p-df,Apple,,2022-11-16,https://www.apple.com/newsroom/2022/11/apple-and-major-league-soccer-announce-mls-season-pass-launches-february-1-2023/\xd2\x01\x00'
62,"AppleMoreApple launches Journal app, a new app for reflecting on everyday moments",,Dec 11,,news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL2FwcGxlLWxhdW5jaGVzLWpvdXJuYWwtYXBwLWEtbmV3LWFwcC1mb3ItcmVmbGVjdGluZy1vbi1ldmVyeWRheS1tb21lbnRzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUpUMVJ2UlRKYVVuSjVVVUZuVFJDLUFSaUtBaWdCTWdZVlE0aEpvUWM=-w200-h112-p-df,Apple,,2024-12-11,https://www.apple.com/newsroom/2023/12/apple-launches-journal-app-a-new-app-for-reflecting-on-everyday-moments/\xd2\x01\x00'
63,"AppleMorePixar, Adobe, Apple, Autodesk, and NVIDIA form Alliance for OpenUSD",,"Aug 1, 2023",,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA4L3BpeGFyLWFkb2JlLWFwcGxlLWF1dG9kZXNrLWFuZC1udmlkaWEtZm9ybS1hbGxpYW5jZS1mb3Itb3BlbnVzZC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNDFVM2hyVVdkaVF6SnlPV05GVFJDb0FSaXNBaWdCTWdZcHBZcXRQUVE=-w200-h112-p-df,Apple,,2023-08-01,https://www.apple.com/newsroom/2023/08/pixar-adobe-apple-autodesk-and-nvidia-form-alliance-for-openusd/\xd2\x01\x00'
64,AppleMoreApple launches new concert discovery features on Apple Maps and Apple Music,,"May 16, 2023",,news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA1L2FwcGxlLWxhdW5jaGVzLW5ldy1jb25jZXJ0LWRpc2NvdmVyeS1mZWF0dXJlcy1vbi1hcHBsZS1tYXBzLWFuZC1hcHBsZS1tdXNpYy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWFkUzB0VUZsSVRHeFNjazVCVFJDb0FSaXNBaWdCTWdhZEk0cHJIUWs=-w200-h112-p-df,Apple,,2023-05-16,https://www.apple.com/newsroom/2023/05/apple-launches-new-concert-discovery-features-on-apple-maps-and-apple-music/\xd2\x01\x00'
65,AppleMoreApple builds on privacy commitment by unveiling new efforts on Data Privacy Day,,"Jan 24, 2023",,news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLWJ1aWxkcy1vbi1wcml2YWN5LWNvbW1pdG1lbnQtYnktdW52ZWlsaW5nLW5ldy1lZmZvcnRzLW9uLWRhdGEtcHJpdmFjeS1kYXkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVdXVGxMWkZwTlFWbDRiblUwVFJDc0FSaWxBaWdCTWdhVlZJckxyUVE=-w200-h112-p-df,Apple,,2023-01-24,https://www.apple.com/newsroom/2023/01/apple-builds-on-privacy-commitment-by-unveiling-new-efforts-on-data-privacy-day/\xd2\x01\x00'
66,"AppleMorewatchOS 8 brings new access, connectivity, and mindfulness features to Apple Watch",,"Jun 7, 2021",,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIxLzA2L3dhdGNob3MtOC1icmluZ3MtbmV3LWFjY2Vzcy1jb25uZWN0aXZpdHktYW5kLW1pbmRmdWxuZXNzLWZlYXR1cmVzLXRvLWFwcGxlLXdhdGNoL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHRjVzVuU1haa2NtTkdjV04xVFJEaEFSamhBU2dCTWdZbFpaTE1yUWM=-w200-h112-p-df,Apple,,2021-06-07,https://www.apple.com/newsroom/2021/06/watchos-8-brings-new-access-connectivity-and-mindfulness-features-to-apple-watch/\xd2\x01\x00'
67,AppleMoreApple Arcade launches 4 new games and 40+ updates in September,,Sep 5,,news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L2FwcGxlLWFyY2FkZS1sYXVuY2hlcy00LW5ldy1nYW1lcy1hbmQtb3Zlci00MC11cGRhdGVzLWluLXNlcHRlbWJlci_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNVRXVmRJVEdkMmNuSmtkSEJ0VFJDb0FSaXNBaWdCTWdrWlE0cU5vZWh6YndF=-w200-h112-p-df,Apple,,2024-09-05,https://www.apple.com/newsroom/2023/09/apple-arcade-launches-4-new-games-and-over-40-updates-in-september/\xd2\x01\x00'
68,AppleMoreApple introduces the advanced new Apple Watch Series 9,,Sep 12,,news.google.com/articles/CBMiXmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L2FwcGxlLWludHJvZHVjZXMtdGhlLWFkdmFuY2VkLW5ldy1hcHBsZS13YXRjaC1zZXJpZXMtOS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVdRamN5ZFMxbmRrdHhaR2hNVFJDb0FSaXNBaWdCTWdhVmdvNUpzUVk=-w200-h112-p-df,Apple,,2024-09-12,https://www.apple.com/newsroom/2023/09/apple-introduces-the-advanced-new-apple-watch-series-9/\xd2\x01\x00'
69,AppleMoreApple celebrates Black History Month with Unity Collection and exclusive content,,"Jan 18, 2023",,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLWNlbGVicmF0ZXMtYmxhY2staGlzdG9yeS1tb250aC13aXRoLXVuaXR5LWNvbGxlY3Rpb24tYW5kLWV4Y2x1c2l2ZS1jb250ZW50L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNW1TMDh5WlhoUFEyMVNiRUpSVFJDb0FSaXNBaWdCTWdZVk1vaUpKUWM=-w200-h112-p-df,Apple,,2023-01-18,https://www.apple.com/newsroom/2023/01/apple-celebrates-black-history-month-with-unity-collection-and-exclusive-content/\xd2\x01\x00'
70,AppleMoreApple introduces iPhone 12 Pro and iPhone 12 Pro Max with 5G,,"Oct 13, 2020",,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIwLzEwL2FwcGxlLWludHJvZHVjZXMtaXBob25lLTEyLXByby1hbmQtaXBob25lLTEyLXByby1tYXgtd2l0aC01Zy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXRUbVEyUm05NmVsUTNiMmRwVFJDb0FSaXNBaWdCTWdhSmRZb0pMZ1k=-w200-h112-p-df,Apple,,2020-10-13,https://www.apple.com/newsroom/2020/10/apple-introduces-iphone-12-pro-and-iphone-12-pro-max-with-5g/\xd2\x01\x00'
71,AppleMoreiPhone 15 lineup and new Apple Watch lineup arrive worldwide,,Sep 22,,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L2lwaG9uZS0xNS1saW5ldXAtYW5kLW5ldy1hcHBsZS13YXRjaC1saW5ldXAtYXJyaXZlLXdvcmxkd2lkZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUZXa3hWYlZWRVFYRjBVWFZJVFJDb0FSaXNBaWdCTWdZQk1KekdIQW8=-w200-h112-p-df,Apple,,2024-09-22,https://www.apple.com/newsroom/2023/09/iphone-15-lineup-and-new-apple-watch-lineup-arrive-worldwide/\xd2\x01\x00'
72,AppleMoreApple unveils Apple Watch Ultra 2,,Sep 12,,news.google.com/articles/CBMiSWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L2FwcGxlLXVudmVpbHMtYXBwbGUtd2F0Y2gtdWx0cmEtMi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWxhbEJNZWtOc1IwcGphVGhqVFJDb0FSaXNBaWdCTWdhTmNaTE5zUVk=-w200-h112-p-df,Apple,,2024-09-12,https://www.apple.com/newsroom/2023/09/apple-unveils-apple-watch-ultra-2/\xd2\x01\x00'
73,AppleMoreTaylor Swift is Apple Music's Artist of the Year for 2023,,Nov 8,,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL3RheWxvci1zd2lmdC1pcy1hcHBsZS1tdXNpY3MtYXJ0aXN0LW9mLXRoZS15ZWFyLWZvci0yMDIzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXBTRzFpWm5nd1QydDZUMk5QVFJDb0FSaXNBaWdCTWdZcGRvenRyUVk=-w200-h112-p-df,Apple,,2024-11-08,https://www.apple.com/newsroom/2023/11/taylor-swift-is-apple-musics-artist-of-the-year-for-2023/\xd2\x01\x00'
74,AppleMoreApple unveils M2 Pro and M2 Max: next-generation chips for next-level workflows,,"Jan 17, 2023",,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLXVudmVpbHMtbTItcHJvLWFuZC1tMi1tYXgtbmV4dC1nZW5lcmF0aW9uLWNoaXBzLWZvci1uZXh0LWxldmVsLXdvcmtmbG93cy_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUhiMUV0TUUxeWFVMVVZbVZuVFJDb0FSaXNBaWdCTWdhVmtwTG9PQWM=-w200-h112-p-df,Apple,,2023-01-17,https://www.apple.com/newsroom/2023/01/apple-unveils-m2-pro-and-m2-max-next-generation-chips-for-next-level-workflows/\xd2\x01\x00'
